               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,             0.02457,            0.038698,           0.0032912,             0.93811,             0.84976,             0.90092,             0.68662,            0.017816,            0.044135,           0.0026389,           0.0058219,           0.0058219,           0.0058219
                  19,            0.024224,            0.038518,           0.0032395,             0.94348,              0.8538,             0.89997,             0.67549,            0.018206,             0.04468,           0.0028672,           0.0057526,           0.0057526,           0.0057526
                  20,            0.023991,            0.038187,           0.0031039,             0.94138,             0.86061,             0.90811,              0.6945,            0.017467,            0.044181,           0.0024639,           0.0056833,           0.0056833,           0.0056833
                  21,            0.023773,            0.037889,           0.0030282,             0.94242,              0.8587,             0.90998,             0.69792,            0.017416,            0.043236,           0.0024356,            0.005614,            0.005614,            0.005614
                  22,            0.023444,            0.037934,           0.0029845,             0.94882,             0.86549,             0.91606,             0.70429,            0.017207,            0.042826,           0.0024201,           0.0055447,           0.0055447,           0.0055447
                  23,            0.022893,            0.037045,           0.0029037,               0.951,             0.86166,             0.91445,             0.70412,            0.016987,            0.042523,           0.0022784,           0.0054754,           0.0054754,           0.0054754
                  24,            0.022996,            0.037342,           0.0027739,             0.94327,             0.86741,             0.91866,             0.71421,            0.016948,             0.04196,           0.0021997,           0.0054061,           0.0054061,           0.0054061
                  25,            0.022623,            0.036509,           0.0027123,             0.94229,             0.87183,             0.92021,             0.71636,            0.016779,             0.04146,           0.0022165,           0.0053368,           0.0053368,           0.0053368
                  26,             0.02224,            0.036286,           0.0026796,             0.94574,             0.87721,             0.92337,             0.71857,            0.016696,            0.042358,            0.002081,           0.0052675,           0.0052675,           0.0052675
                  27,            0.022152,             0.03659,           0.0025805,             0.94604,             0.87757,             0.92687,              0.7229,            0.016597,            0.041987,           0.0020685,           0.0051982,           0.0051982,           0.0051982
                  28,            0.021889,             0.03612,           0.0025809,             0.95038,             0.87717,             0.92907,             0.73027,            0.016429,            0.042255,           0.0020116,           0.0051289,           0.0051289,           0.0051289
                  29,            0.021571,            0.035425,           0.0024679,              0.9478,              0.8821,              0.9277,             0.72394,            0.016272,            0.040984,            0.001981,           0.0050596,           0.0050596,           0.0050596
                  30,            0.021508,            0.035854,            0.002483,             0.94635,             0.88231,             0.92898,             0.73219,            0.016202,            0.041652,           0.0018988,           0.0049903,           0.0049903,           0.0049903
                  31,             0.02115,             0.03519,           0.0023822,             0.94651,             0.88549,             0.93398,             0.74094,            0.015829,            0.040311,           0.0018747,            0.004921,            0.004921,            0.004921
                  32,            0.020919,            0.034423,           0.0023886,             0.94431,             0.88671,             0.93424,             0.73834,            0.015795,            0.040463,           0.0018238,           0.0048517,           0.0048517,           0.0048517
                  33,            0.020858,            0.035049,           0.0023275,             0.94767,             0.89065,             0.93706,             0.74463,            0.015597,            0.039876,           0.0017857,           0.0047824,           0.0047824,           0.0047824
                  34,             0.02082,            0.034281,            0.002251,             0.95062,             0.88823,             0.93534,             0.74035,            0.015792,            0.040081,           0.0017534,           0.0047131,           0.0047131,           0.0047131
                  35,             0.02059,            0.034449,           0.0022362,              0.9457,              0.8927,             0.93658,             0.74333,            0.015648,            0.040749,           0.0017386,           0.0046438,           0.0046438,           0.0046438
                  36,            0.020434,            0.034341,           0.0021853,             0.95619,             0.88391,             0.93709,             0.74643,            0.015603,            0.040229,           0.0016973,           0.0045745,           0.0045745,           0.0045745
                  37,            0.020171,            0.033887,            0.002146,               0.951,             0.89633,             0.94145,             0.75309,            0.015299,            0.039444,           0.0016167,           0.0045052,           0.0045052,           0.0045052
                  38,            0.020166,            0.034133,           0.0020878,             0.95863,             0.89308,             0.94185,             0.75605,            0.015182,            0.038756,           0.0015841,           0.0044359,           0.0044359,           0.0044359
                  39,            0.019983,            0.033574,           0.0021048,             0.94963,             0.89934,             0.94054,              0.7569,            0.015097,             0.03849,           0.0015966,           0.0043666,           0.0043666,           0.0043666
                  40,            0.019866,            0.033836,           0.0020915,             0.95559,             0.90238,             0.94424,              0.7551,            0.015166,            0.038486,           0.0014946,           0.0042973,           0.0042973,           0.0042973
                  41,            0.019683,            0.033631,           0.0020287,             0.95441,             0.90158,             0.94428,             0.76138,            0.015108,            0.038589,           0.0014898,            0.004228,            0.004228,            0.004228
                  42,             0.01963,            0.033514,            0.002024,             0.95298,             0.90484,             0.94462,             0.75985,            0.015134,             0.03835,            0.001467,           0.0041587,           0.0041587,           0.0041587
                  43,            0.019473,            0.033106,           0.0020081,             0.95673,             0.90342,             0.94556,             0.76183,            0.015014,            0.038561,           0.0014832,           0.0040894,           0.0040894,           0.0040894
                  44,            0.019254,            0.033374,            0.001947,             0.95718,             0.90575,              0.9455,             0.76561,            0.014797,            0.037721,           0.0014293,           0.0040201,           0.0040201,           0.0040201
                  45,            0.019131,            0.032958,           0.0019101,             0.95598,             0.90826,             0.94828,             0.76678,             0.01471,            0.037704,           0.0014088,           0.0039508,           0.0039508,           0.0039508
                  46,            0.019163,            0.032885,           0.0019162,              0.9562,             0.90831,             0.94794,             0.76748,            0.014674,            0.037619,           0.0013895,           0.0038815,           0.0038815,           0.0038815
                  47,            0.019006,            0.032624,           0.0018651,             0.96063,             0.90464,             0.94834,             0.77001,            0.014617,            0.037363,           0.0013856,           0.0038122,           0.0038122,           0.0038122
                  48,            0.018983,            0.032829,            0.001883,             0.95768,               0.909,             0.95096,             0.77232,            0.014562,             0.03722,           0.0013192,           0.0037429,           0.0037429,           0.0037429
                  49,             0.01866,            0.032298,           0.0018356,             0.95609,             0.91452,             0.95195,             0.77355,            0.014564,            0.037158,            0.001295,           0.0036736,           0.0036736,           0.0036736
                  50,            0.018788,            0.032284,           0.0017714,             0.95607,             0.91379,             0.95148,             0.77803,            0.014507,            0.036979,           0.0012789,           0.0036043,           0.0036043,           0.0036043
                  51,            0.018643,               0.032,           0.0017924,             0.95813,             0.91444,             0.95295,             0.77515,            0.014393,            0.036727,           0.0012533,            0.003535,            0.003535,            0.003535
                  52,             0.01841,            0.031743,           0.0017454,             0.95863,             0.91289,             0.95317,              0.7763,            0.014306,             0.03663,           0.0012117,           0.0034657,           0.0034657,           0.0034657
                  53,             0.01844,             0.03181,           0.0017496,             0.96022,             0.91387,             0.95415,             0.78109,            0.014306,            0.036584,           0.0011926,           0.0033964,           0.0033964,           0.0033964
                  54,            0.018338,            0.031774,           0.0017358,             0.95875,             0.91815,             0.95403,             0.78189,            0.014294,            0.036461,           0.0011679,           0.0033271,           0.0033271,           0.0033271
                  55,            0.018144,            0.031562,           0.0016774,             0.96207,             0.91572,             0.95548,             0.78176,            0.014304,             0.03667,           0.0011643,           0.0032578,           0.0032578,           0.0032578
                  56,            0.018025,            0.031349,           0.0016815,               0.956,             0.92054,             0.95562,             0.78517,            0.014243,            0.036315,           0.0011276,           0.0031885,           0.0031885,           0.0031885
                  57,            0.017935,            0.031336,           0.0016373,             0.95952,             0.92005,             0.95524,             0.78383,            0.014156,            0.036178,           0.0011391,           0.0031192,           0.0031192,           0.0031192
                  58,            0.017915,            0.031076,           0.0016516,             0.95895,             0.91991,             0.95546,             0.78586,            0.014068,             0.03582,           0.0011154,           0.0030499,           0.0030499,           0.0030499
                  59,            0.017672,            0.031143,           0.0015773,             0.96207,             0.91955,             0.95712,             0.78739,            0.013992,             0.03573,           0.0010567,           0.0029806,           0.0029806,           0.0029806
                  60,            0.017772,             0.03096,           0.0016138,             0.96009,             0.91972,             0.95658,             0.78798,            0.013995,            0.035476,           0.0010416,           0.0029113,           0.0029113,           0.0029113
                  61,            0.017558,            0.030591,           0.0015726,             0.96156,             0.92098,             0.95738,             0.79064,            0.013977,            0.035351,           0.0010196,            0.002842,            0.002842,            0.002842
                  62,             0.01759,            0.030817,           0.0015508,             0.95989,             0.91859,             0.95706,             0.79045,            0.013911,            0.035348,          0.00099818,           0.0027727,           0.0027727,           0.0027727
                  63,            0.017492,            0.030844,           0.0015447,             0.95942,             0.92467,             0.95786,             0.79424,            0.013818,            0.035144,           0.0009785,           0.0027034,           0.0027034,           0.0027034
                  64,            0.017399,            0.030507,           0.0015197,             0.96126,              0.9242,             0.95847,             0.79449,             0.01379,            0.035055,          0.00096953,           0.0026341,           0.0026341,           0.0026341
                  65,            0.017253,             0.03043,           0.0015215,             0.96361,              0.9245,             0.95925,             0.79295,            0.013788,            0.034852,          0.00094858,           0.0025648,           0.0025648,           0.0025648
                  66,            0.017144,            0.030334,           0.0014958,             0.95917,             0.92568,             0.95942,              0.7941,            0.013752,            0.034604,          0.00092544,           0.0024955,           0.0024955,           0.0024955
                  67,            0.017224,            0.030435,           0.0014788,             0.96337,             0.92491,             0.96007,             0.79537,            0.013717,            0.034534,          0.00088425,           0.0024262,           0.0024262,           0.0024262
                  68,            0.017017,            0.030248,           0.0014797,             0.96485,             0.92276,             0.96037,              0.7979,            0.013637,             0.03443,          0.00086827,           0.0023569,           0.0023569,           0.0023569
                  69,            0.017006,            0.029866,            0.001462,             0.96128,             0.92678,             0.96021,             0.79628,            0.013636,             0.03431,          0.00086722,           0.0022876,           0.0022876,           0.0022876
                  70,            0.016925,            0.029904,           0.0014083,             0.96349,             0.92778,             0.96029,             0.79758,            0.013609,            0.034168,          0.00083921,           0.0022183,           0.0022183,           0.0022183
                  71,            0.016932,            0.029994,           0.0014406,             0.96268,             0.92748,             0.96037,             0.79743,            0.013536,            0.034069,          0.00082295,            0.002149,            0.002149,            0.002149
                  72,             0.01682,            0.029942,           0.0014148,             0.96361,             0.92739,             0.96129,             0.79843,            0.013498,            0.034128,          0.00081221,           0.0020797,           0.0020797,           0.0020797
                  73,            0.016656,            0.029348,           0.0013854,             0.96405,             0.92763,             0.96198,             0.80014,             0.01348,            0.033984,          0.00078687,           0.0020104,           0.0020104,           0.0020104
                  74,            0.016683,            0.029157,           0.0013914,             0.96401,             0.93047,             0.96186,             0.80122,            0.013459,            0.033895,          0.00077443,           0.0019411,           0.0019411,           0.0019411
                  75,            0.016666,            0.029473,           0.0013567,             0.96219,             0.93031,             0.96134,             0.80042,            0.013426,            0.033712,          0.00076496,           0.0018718,           0.0018718,           0.0018718
                  76,            0.016507,            0.029437,           0.0013468,             0.96074,             0.93149,             0.96217,             0.80187,            0.013404,            0.033616,            0.000761,           0.0018025,           0.0018025,           0.0018025
                  77,            0.016531,            0.029444,           0.0013467,             0.96076,             0.93222,             0.96338,             0.80335,            0.013379,            0.033553,          0.00073749,           0.0017332,           0.0017332,           0.0017332
                  78,            0.016391,            0.028969,           0.0012977,              0.9605,             0.93234,             0.96327,             0.80384,            0.013334,            0.033621,          0.00073578,           0.0016639,           0.0016639,           0.0016639
                  79,            0.016378,             0.02901,           0.0013227,             0.96119,             0.93333,             0.96373,             0.80507,            0.013285,             0.03343,          0.00072108,           0.0015946,           0.0015946,           0.0015946
                  80,            0.016289,            0.029195,            0.001306,             0.96153,             0.93401,             0.96405,             0.80487,            0.013273,             0.03331,          0.00071442,           0.0015253,           0.0015253,           0.0015253
                  81,            0.016193,            0.028657,           0.0012711,             0.96051,             0.93475,             0.96448,              0.8045,            0.013262,            0.033222,          0.00070842,            0.001456,            0.001456,            0.001456
                  82,            0.016153,            0.028679,           0.0012815,             0.96163,              0.9331,             0.96411,             0.80491,            0.013228,            0.033117,          0.00069986,           0.0013867,           0.0013867,           0.0013867
                  83,            0.016154,            0.028927,           0.0012626,              0.9634,              0.9326,             0.96444,              0.8062,            0.013202,            0.033038,           0.0006936,           0.0013174,           0.0013174,           0.0013174
                  84,            0.016059,            0.028656,           0.0012434,             0.96399,             0.93073,              0.9643,             0.80731,            0.013195,            0.032979,          0.00068465,           0.0012481,           0.0012481,           0.0012481
                  85,            0.016051,            0.028675,           0.0012566,             0.96201,             0.93306,             0.96506,             0.80767,            0.013168,            0.032925,          0.00068591,           0.0011788,           0.0011788,           0.0011788
                  86,            0.015993,             0.02834,           0.0012387,             0.96303,             0.93356,             0.96498,             0.80796,            0.013147,            0.032925,          0.00068121,           0.0011095,           0.0011095,           0.0011095
                  87,            0.015913,             0.02861,           0.0012321,             0.96406,             0.93309,             0.96511,              0.8088,            0.013135,            0.032888,          0.00066965,           0.0010402,           0.0010402,           0.0010402
                  88,            0.015873,            0.028215,           0.0012081,             0.96232,             0.93453,             0.96521,              0.8099,            0.013099,            0.032787,          0.00066556,           0.0009709,           0.0009709,           0.0009709
                  89,            0.015773,            0.027957,           0.0011833,             0.96171,              0.9338,             0.96541,              0.8105,            0.013089,            0.032744,          0.00065959,           0.0009016,           0.0009016,           0.0009016
                  90,            0.015752,            0.028101,           0.0011885,             0.96276,             0.93261,             0.96534,             0.81093,            0.013072,            0.032667,          0.00065054,           0.0008323,           0.0008323,           0.0008323
                  91,            0.015639,            0.027978,           0.0011823,             0.96005,             0.93422,             0.96553,             0.81027,             0.01306,            0.032687,          0.00064379,            0.000763,            0.000763,            0.000763
                  92,            0.015771,            0.028138,           0.0011687,             0.96048,              0.9349,             0.96574,               0.811,            0.013044,            0.032665,          0.00063903,           0.0006937,           0.0006937,           0.0006937
                  93,            0.015652,             0.02768,           0.0011604,             0.96203,             0.93483,              0.9658,             0.81163,            0.013027,            0.032634,            0.000635,           0.0006244,           0.0006244,           0.0006244
                  94,            0.015556,            0.027684,           0.0011447,             0.96247,             0.93501,             0.96585,             0.81182,            0.013012,            0.032606,          0.00063287,           0.0005551,           0.0005551,           0.0005551
                  95,            0.015667,            0.027967,           0.0011875,             0.96276,             0.93528,             0.96599,             0.81235,            0.012991,            0.032535,          0.00063211,           0.0004858,           0.0004858,           0.0004858
                  96,            0.015636,             0.02788,            0.001159,             0.96296,             0.93585,             0.96639,             0.81307,            0.012979,            0.032502,           0.0006319,           0.0004165,           0.0004165,           0.0004165
                  97,            0.015611,            0.027558,           0.0011475,             0.96301,             0.93597,             0.96655,             0.81286,            0.012967,             0.03245,          0.00063171,           0.0003472,           0.0003472,           0.0003472
                  98,            0.015509,            0.027694,            0.001135,             0.96205,             0.93684,             0.96628,             0.81325,            0.012958,            0.032397,          0.00062549,           0.0002779,           0.0002779,           0.0002779
                  99,            0.015427,            0.027371,           0.0011429,             0.96275,             0.93687,              0.9664,             0.81341,            0.012954,            0.032402,          0.00062241,           0.0002086,           0.0002086,           0.0002086
